"","x"
"39990",102127
"39991",1231
"39992",1268
"39993",406
"39994",3154
"39995",3109
"39996",395
"39997",3340
"39998",200
"39999",1047
"40000",1442
"40001",718
"40002",268
"40003",4367
"40004",3554
"40005",785
"40006",48
"40007",3623
"40008",5142
"40009",2261
"40010",6384
"40011",7752
"40012",4168
"40013",576
"40014",15445
"40015",423
"40016",184
"40017",1731
"40018",16
"40019",2786
"40020",5313
"40021",82
"40022",853
"40023",222
"40024",201
"40025",1
"40026",694
"40027",398
"40028",15787
"40029",1947
"40030",2600
"40031",1076
"40032",389
"40033",0
"40034",3917
"40035",3158
"40036",362
"40037",1293
"40038",1439
"40039",717
"40040",889
"40041",2204
"40042",781
"40043",7255
"40044",1739
"40045",8963
"40046",4132
"40047",946
"40048",481
"40049",15
"40050",810
"40051",596
"40052",114
"40053",2389
"40054",52
"40055",108
"40056",2665
"40057",684
"40058",352
"40059",1045
"40060",506
"40061",2071
"40062",339
"40063",154
"40064",572
"40065",1027
"40066",1779
"40067",613
"40068",132
"40069",22086
"40070",-10
"40071",0
"40072",205
"40073",317
"40074",17
"40075",4945
"40076",523
"40077",2987
"40078",419
"40079",4
"40080",1130
"40081",1662
"40082",1871
"40083",1190
"40084",3426
"40085",447
"40086",563
"40087",6
"40088",594
"40089",1319
"40090",549
"40091",64
"40092",932
"40093",1988
"40094",617
"40095",1957
"40096",572
"40097",5265
"40098",2918
"40099",78
"40100",7369
"40101",252
"40102",538
"40103",3384
"40104",303
"40105",779
"40106",170
"40107",261
"40108",827
"40109",985
"40110",5003
"40111",431
"40112",538
"40113",126
"40114",631
"40115",623
"40116",587
"40117",488
"40118",55
"40119",1693
"40120",974
"40121",0
"40122",336
"40123",897
"40124",230
"40125",171
"40126",377
"40127",295
"40128",1633
"40129",1085
"40130",1980
"40131",1227
"40132",1933
"40133",801
"40134",1644
"40135",0
"40136",2158
"40137",1819
"40138",88
"40139",1841
"40140",42
"40141",794
"40142",2163
"40143",905
"40144",8295
"40145",0
"40146",153
"40147",874
"40148",1004
"40149",215
"40150",4321
"40151",366
"40152",1796
"40153",0
"40154",471
"40155",2419
"40156",289
"40157",0
"40158",745
"40159",1187
"40160",516
"40161",9216
"40162",8037
"40163",361
"40164",924
"40165",657
"40166",697
"40167",216
"40168",5763
"40169",611
"40170",9756
"40171",1159
"40172",3290
"40173",1766
"40174",389
"40175",3570
"40176",582
"40177",1693
"40178",380
"40179",1241
"40180",1391
"40181",1315
"40182",4713
"40183",256
"40184",682
"40185",92
"40186",66
"40187",466
"40188",1510
"40189",309
"40190",361
"40191",64
"40192",1448
"40193",230
"40194",1811
"40195",948
"40196",1758
"40197",0
"40198",388
"40199",426
"40200",3434
"40201",252
"40202",1354
"40203",1061
"40204",6574
"40205",2094
"40206",294
"40207",1129
"40208",1177
"40209",925
"40210",6246
"40211",1363
"40212",242
"40213",8866
"40214",816
"40215",365
"40216",183
"40217",3780
"40218",3357
"40219",3407
"40220",5205
"40221",254
"40222",151
"40223",3630
"40224",3
"40225",15187
"40226",437
"40227",1506
"40228",764
"40229",4216
"40230",27
"40231",601
"40232",12
"40233",5666
"40234",544
"40235",858
"40236",523
"40237",0
"40238",58
"40239",1444
"40240",1235
"40241",29184
"40242",1
"40243",1536
"40244",1013
"40245",10346
"40246",1612
"40247",1741
"40248",1539
"40249",21
"40250",131
"40251",19
"40252",1390
"40253",2206
"40254",718
"40255",2081
"40256",4694
"40257",454
"40258",3547
"40259",914
"40260",1185
"40261",1306
"40262",3335
"40263",172
"40264",0
"40265",259
"40266",266
"40267",617
"40268",-1206
"40269",4577
"40270",4708
"40271",372
"40272",102
"40273",1077
"40274",206
"40275",3518
"40276",505
"40277",71
"40278",1776
"40279",20585
"40280",1595
"40281",382
"40282",969
"40283",1000
"40284",3232
"40285",2015
"40286",1701
"40287",1048
"40288",2
"40289",697
"40290",138
"40291",8319
"40292",520
"40293",0
"40294",522
"40295",561
"40296",106
"40297",2196
"40298",2461
"40299",170
"40300",189
"40301",180
"40302",502
"40303",379
"40304",124
"40305",457
"40306",14533
"40307",2800
"40308",1127
"40309",136
"40310",548
"40311",341
"40312",2009
"40313",3629
"40314",2
"40315",86
"40316",1463
"40317",1161
"40318",-98
"40319",2731
"40320",2
"40321",1675
"40322",1981
"40323",6711
"40324",689
"40325",2363
"40326",4200
"40327",246
"40328",640
"40329",243
"40330",557
"40331",3735
"40332",987
"40333",26
"40334",1518
"40335",8535
"40336",1527
"40337",0
"40338",2567
"40339",382
"40340",443
"40341",9902
"40342",37
"40343",605
"40344",6526
"40345",2074
"40346",2374
"40347",1347
"40348",3648
"40349",1539
"40350",7443
"40351",442
"40352",1021
"40353",6138
"40354",5108
"40355",667
"40356",10583
"40357",2088
"40358",185
"40359",9329
"40360",147
"40361",6590
"40362",3083
"40363",2326
"40364",425
"40365",660
"40366",0
"40367",997
"40368",1016
"40369",448
"40370",771
"40371",5966
"40372",111
"40373",2543
"40374",2061
"40375",723
"40376",0
"40377",1803
"40378",0
"40379",446
"40380",4348
"40381",1048
"40382",1998
"40383",2747
"40384",2887
"40385",3340
"40386",0
"40387",1464
"40388",315
"40389",1363
"40390",3669
"40391",584
"40392",1529
"40393",1315
"40394",466
"40395",2383
"40396",1254
"40397",1649
"40398",1806
"40399",6281
"40400",1567
"40401",13164
"40402",132
"40403",2787
"40404",0
"40405",482
"40406",203
"40407",1823
"40408",812
"40409",88
"40410",-63
"40411",831
"40412",2881
"40413",668
"40414",73
"40415",1309
"40416",1801
"40417",405
"40418",2763
"40419",1411
"40420",536
"40421",366
"40422",2959
"40423",930
"40424",18
"40425",804
"40426",22856
"40427",1891
"40428",263
"40429",3562
"40430",492
"40431",2273
"40432",565
"40433",3000
"40434",1101
"40435",12956
"40436",2983
"40437",0
"40438",9314
"40439",19
"40440",625
"40441",5511
"40442",1137
"40443",1329
"40444",1044
"40445",302
"40446",1393
"40447",330
"40448",2857
"40449",0
"40450",68
"40451",7781
"40452",1524
"40453",2137
"40454",1633
"40455",873
"40456",1167
"40457",285
"40458",0
"40459",3460
"40460",507
"40461",890
"40462",0
"40463",19690
"40464",242
"40465",47
"40466",9629
"40467",23592
"40468",172
"40469",1824
"40470",35
"40471",5547
"40472",5946
"40473",643
"40474",592
"40475",4879
"40476",11904
"40477",39
"40478",2785
"40479",137
"40480",870
"40481",1993
"40482",8603
"40483",694
"40484",1160
"40485",110
"40486",1234
"40487",18016
"40488",-74
"40489",51
"40490",1032
"40491",2892
"40492",1958
"40493",473
"40494",4331
"40495",1942
"40496",981
"40497",6649
"40498",431
"40499",2169
"40500",37
"40501",257
"40502",152
"40503",203
"40504",0
"40505",3737
"40506",4
"40507",7005
"40508",132
"40509",2093
"40510",111
"40511",1258
"40512",126
"40513",820
"40514",565
"40515",889
"40516",0
"40517",6840
"40518",1694
"40519",123
"40520",1129
"40521",865
"40522",202
"40523",307
"40524",0
"40525",429
"40526",198
"40527",4388
"40528",523
"40529",2557
"40530",406
"40531",1599
"40532",262
"40533",1551
"40534",1227
"40535",0
"40536",3173
"40537",0
"40538",3122
"40539",0
"40540",1113
"40541",980
"40542",127
"40543",1541
"40544",922
"40545",5084
"40546",783
"40547",3796
"40548",114
"40549",302
"40550",61
"40551",0
"40552",281
"40553",9883
"40554",8725
"40555",10086
"40556",185
"40557",7929
"40558",151
"40559",1093
"40560",829
"40561",556
"40562",4738
"40563",1700
"40564",749
"40565",103
"40566",972
"40567",79
"40568",154
"40569",5973
"40570",1609
"40571",2489
"40572",26452
"40573",1017
"40574",3913
"40575",989
"40576",3
"40577",5613
"40578",5
"40579",50
"40580",144
"40581",449
"40582",1486
"40583",5312
"40584",58
"40585",7003
"40586",0
"40587",1285
"40588",70
"40589",323
"40590",110
"40591",11008
"40592",603
"40593",769
"40594",0
"40595",5474
"40596",5491
"40597",2196
"40598",7879
"40599",5549
"40600",1646
"40601",1016
"40602",3
"40603",106
"40604",4605
"40605",125
"40606",315
"40607",115
"40608",526
"40609",308
"40610",219
"40611",1240
"40612",569
"40613",65
"40614",1228
"40615",451
"40616",1660
"40617",914
"40618",1699
"40619",1167
"40620",12767
"40621",666
"40622",220
"40623",19317
"40624",3340
"40625",1646
"40626",242
"40627",40
"40628",490
"40629",699
"40630",382
"40631",2383
"40632",2666
"40633",1718
"40634",1356
"40635",1147
"40636",216
"40637",153
"40638",2487
"40639",685
"40640",3276
"40641",1791
"40642",0
"40643",86
"40644",6791
"40645",160
"40646",6053
"40647",41
"40648",292
"40649",3940
"40650",557
"40651",1291
"40652",495
"40653",6945
"40654",175
"40655",0
"40656",1548
"40657",1624
"40658",2994
"40659",3140
"40660",163
"40661",138
"40662",81
"40663",938
"40664",491
"40665",7386
"40666",1176
"40667",6857
"40668",2812
"40669",0
"40670",5127
"40671",0
"40672",74
"40673",0
"40674",0
"40675",7819
"40676",64
"40677",5539
"40678",162
"40679",4829
"40680",4717
"40681",701
"40682",3
"40683",35
"40684",405
"40685",62
"40686",168
"40687",4297
"40688",66
"40689",3895
"40690",10532
"40691",4693
"40692",0
"40693",501
"40694",5464
"40695",201
"40696",776
"40697",1536
"40698",9064
"40699",6983
"40700",2
"40701",8103
"40702",1536
"40703",1612
"40704",1116
"40705",171
"40706",1211
"40707",96
"40708",390
"40709",795
"40710",4041
"40711",638
"40712",2476
"40713",2354
"40714",262
"40715",318
"40716",6400
"40717",5361
"40718",697
"40719",0
"40720",1534
"40721",0
"40722",145
"40723",305
"40724",3403
"40725",687
"40726",677
"40727",1092
"40728",1076
"40729",7050
"40730",905
"40731",2971
"40732",538
"40733",2600
"40734",2226
"40735",0
"40736",1034
"40737",1944
"40738",5112
"40739",10861
"40740",0
"40741",80
"40742",250
"40743",290
"40744",5437
"40745",108
"40746",172
"40747",0
"40748",2046
"40749",0
"40750",10185
"40751",11115
"40752",22867
"40753",935
"40754",1425
"40755",47
"40756",1730
"40757",3317
"40758",3444
"40759",1984
"40760",355
"40761",4855
"40762",1815
"40763",95
"40764",52587
"40765",1508
"40766",618
"40767",10394
"40768",694
"40769",1608
"40770",805
"40771",3738
"40772",0
"40773",0
"40774",1592
"40775",3075
"40776",1693
"40777",218
"40778",10884
"40779",2
"40780",697
"40781",0
"40782",0
"40783",538
"40784",3857
"40785",1995
"40786",4092
"40787",6236
"40788",423
"40789",2427
"40790",13297
"40791",4365
"40792",199
"40793",683
"40794",201
"40795",504
"40796",-32
"40797",2376
"40798",73
"40799",1559
"40800",190
"40801",94
"40802",2929
"40803",130
"40804",1215
"40805",5916
"40806",3450
"40807",1108
"40808",1311
"40809",589
"40810",1853
"40811",4401
"40812",199
"40813",201
"40814",533
"40815",6573
"40816",2557
"40817",631
"40818",131
"40819",620
"40820",789
"40821",3840
"40822",53
"40823",280
"40824",1923
"40825",994
"40826",96
"40827",630
"40828",661
"40829",1600
"40830",100
"40831",238
"40832",1435
"40833",1199
"40834",260
"40835",357
"40836",1013
"40837",125
"40838",1165
"40839",0
"40840",437
"40841",413
"40842",60
"40843",480
"40844",4321
"40845",2155
"40846",4290
"40847",539
"40848",312
"40849",0
"40850",1646
"40851",5291
"40852",261
"40853",0
"40854",631
"40855",3283
"40856",1153
"40857",393
"40858",1070
"40859",141
"40860",886
"40861",5296
"40862",181
"40863",484
"40864",123
"40865",20422
"40866",353
"40867",474
"40868",0
"40869",2794
"40870",3850
"40871",182
"40872",245
"40873",2970
"40874",6991
"40875",29
"40876",11219
"40877",2223
"40878",3138
"40879",27696
"40880",116
"40881",280
"40882",16
"40883",341
"40884",3420
"40885",2987
"40886",2408
"40887",2
"40888",608
"40889",1331
"40890",1679
"40891",3954
"40892",300
"40893",256
"40894",48
"40895",1806
"40896",2088
"40897",0
"40898",386
"40899",7252
"40900",422
"40901",1299
"40902",1904
"40903",113
"40904",3636
"40905",462
"40906",50
"40907",476
"40908",324
"40909",498
"40910",1502
"40911",1610
"40912",7633
"40913",415
"40914",86
"40915",5802
"40916",279
"40917",354
"40918",2643
"40919",4401
"40920",0
"40921",334
"40922",1370
"40923",163
"40924",905
"40925",442
"40926",1337
"40927",2305
"40928",56
"40929",1818
"40930",1040
"40931",1643
"40932",238
"40933",291
"40934",6843
"40935",374
"40936",1812
"40937",2474
"40938",2064
"40939",1159
"40940",3271
"40941",618
"40942",1246
"40943",451
"40944",10373
"40945",6797
"40946",1471
"40947",5805
"40948",0
"40949",11
"40950",0
"40951",4
"40952",696
"40953",1165
"40954",1785
"40955",699
"40956",0
"40957",1146
"40958",3
"40959",2465
"40960",1388
"40961",5
"40962",41
"40963",99
"40964",-8
"40965",35
"40966",802
"40967",2493
"40968",314
"40969",341
"40970",3169
"40971",2281
"40972",14
"40973",1651
"40974",0
"40975",611
"40976",1109
"40977",4785
"40978",24
"40979",610
"40980",523
"40981",1604
"40982",641
"40983",431
"40984",39
"40985",616
"40986",1301
"40987",2859
"40988",3324
"40989",2079
"40990",8066
"40991",231
"40992",0
"40993",382
"40994",204
"40995",3371
"40996",920
"40997",30
"40998",691
"40999",227
"41000",5007
"41001",113
"41002",3160
"41003",4590
"41004",1368
"41005",1559
"41006",882
"41007",473
"41008",166
"41009",994
"41010",3118
"41011",-67
"41012",0
"41013",1198
"41014",2279
"41015",13014
"41016",305
"41017",9367
"41018",4233
"41019",0
"41020",499
"41021",2067
"41022",376
"41023",842
"41024",1471
"41025",3115
"41026",1228
"41027",877
"41028",5164
"41029",3363
"41030",6483
"41031",1235
"41032",453
"41033",1
"41034",1737
"41035",1227
"41036",775
"41037",6027
"41038",10776
"41039",1276
"41040",18111
"41041",2026
"41042",2301
"41043",6844
"41044",169
"41045",486
"41046",775
"41047",1433
"41048",44
"41049",255
"41050",1778
"41051",263
"41052",579
"41053",926
"41054",4833
"41055",3368
"41056",5701
"41057",1506
"41058",60
"41059",373
"41060",777
"41061",332
"41062",846
"41063",2843
"41064",47
"41065",902
"41066",444
"41067",557
"41068",145
"41069",535
"41070",614
"41071",2671
"41072",271
"41073",896
"41074",272
"41075",479
"41076",16432
"41077",210
"41078",528
"41079",2976
"41080",209
"41081",226
"41082",12607
"41083",1974
"41084",942
"41085",1228
"41086",336
"41087",220
"41088",551
"41089",300
"41090",4147
"41091",7218
"41092",0
"41093",11766
"41094",1577
"41095",8023
"41096",-306
"41097",1179
"41098",0
"41099",1123
"41100",2575
"41101",4623
"41102",276
"41103",15265
"41104",139
"41105",0
"41106",1441
"41107",241
"41108",1189
"41109",1227
"41110",0
"41111",591
"41112",7585
"41113",948
"41114",982
"41115",7
"41116",431
"41117",2218
"41118",1394
"41119",763
"41120",953
"41121",696
"41122",1495
"41123",828
"41124",585
"41125",609
"41126",556
"41127",2506
"41128",1128
"41129",10171
"41130",1741
"41131",583
"41132",12972
"41133",883
"41134",3794
"41135",948
"41136",48
"41137",0
"41138",136
"41139",445
"41140",0
"41141",3751
"41142",2688
"41143",-600
"41144",0
"41145",4083
"41146",3812
"41147",537
"41148",1938
"41149",5
"41150",9131
"41151",2209
"41152",1080
"41153",0
"41154",443
"41155",629
"41156",256
"41157",6320
"41158",1458
"41159",0
"41160",132
"41161",1612
"41162",4111
"41163",553
"41164",3704
"41165",2658
"41166",3411
"41167",407
"41168",0
"41169",1
"41170",10905
"41171",976
"41172",0
"41173",2531
"41174",1270
"41175",5359
"41176",139
"41177",10596
"41178",5871
"41179",80
"41180",1
"41181",691
"41182",4859
"41183",67
"41184",10253
"41185",347
"41186",9962
"41187",2239
"41188",1978
"41189",0
"41190",11862
"41191",1797
"41192",8514
"41193",1925
"41194",0
"41195",3186
"41196",24
"41197",228
"41198",519
"41199",1756
"41200",4068
"41201",0
"41202",368
"41203",1010
"41204",385
"41205",1406
"41206",197
"41207",781
"41208",967
"41209",5310
"41210",1746
"41211",215
"41212",106
"41213",2063
"41214",3090
"41215",18
"41216",211
"41217",0
"41218",363
"41219",630
"41220",1251
"41221",1046
"41222",469
"41223",35
"41224",10
"41225",1314
"41226",0
"41227",3252
"41228",2326
"41229",3370
"41230",5741
"41231",144
"41232",733
"41233",474
"41234",377
"41235",-309
"41236",3733
"41237",6728
"41238",5584
"41239",227
"41240",16
"41241",61
"41242",1047
"41243",2651
"41244",14170
"41245",21
"41246",265
"41247",117
"41248",2346
"41249",5473
"41250",165
"41251",1313
"41252",1943
"41253",5
"41254",116
"41255",16517
"41256",2430
"41257",2337
"41258",680
"41259",676
"41260",0
"41261",1810
"41262",8494
"41263",5631
"41264",106
"41265",127
"41266",324
"41267",369
"41268",8564
"41269",67
"41270",65
"41271",17875
"41272",1281
"41273",506
"41274",3
"41275",745
"41276",380
"41277",0
"41278",1519
"41279",255
"41280",2145
"41281",3466
"41282",9
"41283",730
"41284",91
"41285",3064
"41286",992
"41287",1853
"41288",11262
"41289",620
"41290",399
"41291",1702
"41292",0
"41293",3056
"41294",34
"41295",1129
"41296",294
"41297",108
"41298",1696
"41299",385
"41300",1596
"41301",331
"41302",40
"41303",2582
"41304",854
"41305",404
"41306",382
"41307",223
"41308",40
"41309",97
"41310",1341
"41311",2048
"41312",3689
"41313",11
"41314",323
"41315",539
"41316",590
"41317",27
"41318",1612
"41319",2820
"41320",660
"41321",780
"41322",31
"41323",289
"41324",2583
"41325",38
"41326",0
"41327",1535
"41328",937
"41329",612
"41330",4985
"41331",93
"41332",0
"41333",1464
"41334",7546
"41335",1311
"41336",7
"41337",220
"41338",207
"41339",636
"41340",13
"41341",24277
"41342",1026
"41343",1564
"41344",0
"41345",1872
"41346",490
"41347",2632
"41348",0
"41349",747
"41350",2340
"41351",980
"41352",953
"41353",250
"41354",118
"41355",4119
"41356",243
"41357",99
"41358",1504
"41359",285
"41360",2960
"41361",2087
"41362",15
"41363",6649
"41364",5689
"41365",748
"41366",1231
"41367",7620
"41368",652
"41369",201
"41370",191
"41371",869
"41372",1429
"41373",557
"41374",922
"41375",59649
"41376",7702
"41377",2894
"41378",119
"41379",4
"41380",816
"41381",970
"41382",200
"41383",17964
"41384",1849
"41385",886
"41386",2287
"41387",310
"41388",103
"41389",1298
"41390",4129
"41391",1113
"41392",1596
"41393",2635
"41394",162
"41395",183
"41396",568
"41397",2626
"41398",4752
"41399",973
"41400",528
"41401",1198
"41402",764
"41403",4
"41404",1270
"41405",2552
"41406",653
"41407",0
"41408",2033
"41409",0
"41410",86
"41411",3343
"41412",995
"41413",994
"41414",6199
"41415",313
"41416",40
"41417",7968
"41418",419
"41419",0
"41420",0
"41421",6850
"41422",1950
"41423",0
"41424",1050
"41425",0
"41426",2587
"41427",2789
"41428",5267
"41429",6468
"41430",1675
"41431",1423
"41432",4565
"41433",148
"41434",154
"41435",13450
"41436",9447
"41437",4744
"41438",882
"41439",1231
"41440",3443
"41441",2568
"41442",565
"41443",339
"41444",5969
"41445",80
"41446",2667
"41447",527
"41448",2179
"41449",0
"41450",3195
"41451",606
"41452",1644
"41453",1354
"41454",602
"41455",6253
"41456",1795
"41457",7918
"41458",367
"41459",2147
"41460",4451
"41461",0
"41462",2280
"41463",1390
"41464",0
"41465",6116
"41466",0
"41467",1182
"41468",490
"41469",268
"41470",301
"41471",157
"41472",1991
"41473",52
"41474",924
"41475",89
"41476",1411
"41477",44
"41478",2696
"41479",315
"41480",3529
"41481",772
"41482",3033
"41483",6574
"41484",155
"41485",0
"41486",2281
"41487",2160
"41488",108
"41489",1022
"41490",409
"41491",726
"41492",230
"41493",1871
"41494",1094
"41495",2915
"41496",1633
"41497",0
"41498",480
"41499",1587
"41500",1227
"41501",88
"41502",4321
"41503",1205
"41504",161
"41505",0
"41506",802
"41507",723
"41508",732
"41509",6538
"41510",2161
"41511",147
"41512",0
"41513",3764
"41514",114
"41515",1416
"41516",14220
"41517",519
"41518",208
"41519",12569
"41520",714
"41521",745
"41522",129
"41523",300
"41524",495
"41525",0
"41526",555
"41527",0
"41528",1676
"41529",158
"41530",261
"41531",1979
"41532",786
"41533",889
"41534",1954
"41535",383
"41536",1
"41537",27
"41538",13887
"41539",1742
"41540",478
"41541",1235
"41542",708
"41543",0
"41544",17739
"41545",440
"41546",4605
"41547",-148
"41548",2815
"41549",5207
"41550",3082
"41551",495
"41552",479
"41553",1233
"41554",2747
"41555",739
"41556",640
"41557",2
"41558",1843
"41559",315
"41560",322
"41561",7331
"41562",1765
"41563",1236
"41564",0
"41565",275
"41566",3
"41567",6046
"41568",29
"41569",2380
"41570",934
"41571",99
"41572",1013
"41573",596
"41574",2351
"41575",273
"41576",4775
"41577",3109
"41578",388
"41579",262
"41580",654
"41581",64
"41582",1855
"41583",810
"41584",1664
"41585",2
"41586",362
"41587",1323
"41588",1612
"41589",1293
"41590",3384
"41591",345
"41592",874
"41593",1819
"41594",865
"41595",242
"41596",10943
"41597",4539
"41598",417
"41599",780
"41600",4847
"41601",0
"41602",805
"41603",553
"41604",2817
"41605",595
"41606",1646
"41607",808
"41608",762
"41609",44
"41610",883
"41611",425
"41612",2367
"41613",5993
"41614",10252
"41615",1000
"41616",4380
"41617",2756
"41618",20585
"41619",5102
"41620",179
"41621",530
"41622",2601
"41623",539
"41624",150
"41625",1036
"41626",2954
"41627",118
"41628",238
"41629",0
"41630",1791
"41631",909
"41632",1176
"41633",1
"41634",2552
"41635",1179
"41636",0
"41637",4545
"41638",1191
"41639",3371
"41640",0
"41641",929
"41642",10583
"41643",14
"41644",16
"41645",0
"41646",1145
"41647",5
"41648",2152
"41649",1451
"41650",4286
"41651",0
"41652",1711
"41653",4068
"41654",109
"41655",0
"41656",611
"41657",2088
"41658",1866
"41659",132
"41660",3426
"41661",2047
"41662",24
"41663",39385
"41664",0
"41665",202
"41666",3842
"41667",333
"41668",2081
"41669",1363
"41670",158
"41671",1224
"41672",2460
"41673",4152
"41674",2140
"41675",189
"41676",288
"41677",15834
"41678",1495
"41679",1027
"41680",6036
"41681",613
"41682",6784
"41683",1464
"41684",8295
"41685",383
"41686",26233
"41687",22
"41688",170
"41689",4126
"41690",11
"41691",2917
"41692",318
"41693",0
"41694",71188
"41695",415
"41696",158
"41697",1588
"41698",125
"41699",0
"41700",168
"41701",655
"41702",2931
"41703",3727
"41704",854
"41705",282
"41706",8897
"41707",55
"41708",415
"41709",121
"41710",604
"41711",793
"41712",5437
"41713",2061
"41714",417
"41715",1185
"41716",873
"41717",0
"41718",9629
"41719",172
"41720",3104
"41721",272
"41722",286
"41723",16873
"41724",895
"41725",197
"41726",484
"41727",2398
"41728",0
"41729",1857
"41730",377
"41731",0
"41732",993
"41733",0
"41734",0
"41735",53
"41736",1389
"41737",1730
"41738",4596
"41739",849
"41740",3528
"41741",565
"41742",254
"41743",1781
"41744",3415
"41745",79
"41746",2140
"41747",0
"41748",12039
"41749",2983
"41750",2524
"41751",12
"41752",139
"41753",2488
"41754",4216
"41755",6236
"41756",7111
"41757",1137
"41758",6879
"41759",989
"41760",1430
"41761",1646
"41762",9329
"41763",80
"41764",538
"41765",3927
"41766",0
"41767",19
"41768",2216
"41769",4415
"41770",1187
"41771",361
"41772",2109
"41773",1093
"41774",385
"41775",581
"41776",3343
"41777",8
"41778",2579
"41779",2806
"41780",1124
"41781",1245
"41782",2646
"41783",6
"41784",886
"41785",197
"41786",1188
"41787",1495
"41788",670
"41789",592
"41790",1965
"41791",132
"41792",0
"41793",163
"41794",2688
"41795",1084
"41796",107
"41797",313
"41798",37378
"41799",1297
"41800",127
"41801",144
"41802",1178
"41803",5223
"41804",1167
"41805",8692
"41806",52
"41807",1579
"41808",276
"41809",93
"41810",40
"41811",1830
"41812",2139
"41813",4198
"41814",0
"41815",4692
"41816",1630
"41817",0
"41818",154
"41819",13669
"41820",0
"41821",1310
"41822",184
"41823",2
"41824",643
"41825",35
"41826",2149
"41827",442
"41828",7469
"41829",536
"41830",3872
"41831",103
"41832",1311
"41833",0
"41834",766
"41835",1528
"41836",1960
"41837",2557
"41838",279
"41839",79
"41840",413
"41841",1318
"41842",3771
"41843",0
"41844",2619
"41845",6138
"41846",6384
"41847",0
"41848",129
"41849",469
"41850",893
"41851",3702
"41852",2850
"41853",523
"41854",423
"41855",493
"41856",0
"41857",3119
"41858",8514
"41859",519
"41860",690
"41861",2266
"41862",4017
"41863",643
"41864",2338
"41865",0
"41866",0
"41867",4079
"41868",3175
"41869",588
"41870",6481
"41871",1515
"41872",9
"41873",820
"41874",1381
"41875",1648
"41876",1619
"41877",3745
"41878",1177
"41879",254
"41880",334
"41881",6483
"41882",648
"41883",806
"41884",10889
"41885",1784
"41886",1411
"41887",561
"41888",1787
"41889",111
"41890",261
"41891",831
"41892",8
"41893",172
"41894",0
"41895",7529
"41896",12067
"41897",1541
"41898",8304
"41899",1802
"41900",3472
"41901",206
"41902",0
"41903",1388
"41904",1807
"41905",480
"41906",69
"41907",571
"41908",3994
"41909",400
"41910",3165
"41911",1693
"41912",80
"41913",267
"41914",2581
"41915",0
"41916",473
"41917",3370
"41918",1134
"41919",4912
"41920",3810
"41921",309
"41922",6807
"41923",24025
"41924",6746
"41925",375
"41926",658
"41927",371
"41928",2693
"41929",4688
"41930",70
"41931",329
"41932",79
"41933",0
"41934",6281
"41935",775
"41936",2779
"41937",411
"41938",2144
"41939",527
"41940",431
"41941",1750
"41942",643
"41943",123
"41944",2064
"41945",0
"41946",3792
"41947",4807
"41948",8603
"41949",2178
"41950",229
"41951",0
"41952",2991
"41953",4
"41954",4174
"41955",10925
"41956",2411
"41957",14646
"41958",86
"41959",11115
"41960",796
"41961",0
"41962",6900
"41963",5878
"41964",1780
"41965",1673
"41966",183
"41967",0
"41968",3648
"41969",416
"41970",4112
"41971",1108
"41972",2463
"41973",0
"41974",36
"41975",353
"41976",1425
"41977",722
"41978",0
"41979",2815
"41980",542
"41981",3897
"41982",1381
"41983",243
"41984",865
"41985",1373
"41986",942
"41987",3027
"41988",254
"41989",311
"41990",0
"41991",0
"41992",398
"41993",992
"41994",23
"41995",732
"41996",4629
"41997",747
"41998",616
"41999",0
"42000",140
"42001",0
"42002",87
"42003",0
"42004",373
"42005",383
"42006",992
"42007",70
"42008",5063
"42009",4572
"42010",1624
"42011",18
"42012",182
"42013",1788
"42014",659
"42015",129
"42016",3170
"42017",937
"42018",16935
"42019",1599
"42020",89
"42021",3463
"42022",11240
"42023",735
"42024",603
"42025",2
"42026",7945
"42027",1742
"42028",4984
"42029",390
"42030",1004
"42031",4787
"42032",1727
"42033",3213
"42034",914
"42035",2326
"42036",81
"42037",2230
"42038",667
"42039",203
"42040",13578
"42041",3951
"42042",240
"42043",338
"42044",0
"42045",0
"42046",0
"42047",944
"42048",272
"42049",5
"42050",697
"42051",53
"42052",0
"42053",685
"42054",1948
"42055",3654
"42056",962
"42057",2306
"42058",980
"42059",551
"42060",395
"42061",159
"42062",997
"42063",477
"42064",920
"42065",3663
"42066",1327
"42067",115
"42068",853
"42069",8278
"42070",1947
"42071",7687
"42072",7458
"42073",7974
"42074",0
"42075",1791
"42076",2846
"42077",53
"42078",2934
"42079",348
"42080",44
"42081",1193
"42082",230
"42083",8729
"42084",730
"42085",1725
"42086",2384
"42087",3401
"42088",881
"42089",3512
"42090",1522
"42091",1585
"42092",4243
"42093",3717
"42094",8434
"42095",3301
"42096",1506
"42097",1832
"42098",0
"42099",2485
"42100",846
"42101",3851
"42102",732
"42103",3020
"42104",508
"42105",39
"42106",9317
"42107",1992
"42108",600
"42109",3054
"42110",473
"42111",576
"42112",5462
"42113",833
"42114",906
"42115",580
"42116",580
"42117",2777
"42118",4412
"42119",922
"42120",1404
"42121",1285
"42122",2037
"42123",10332
"42124",1133
"42125",1818
"42126",205
"42127",0
"42128",1224
"42129",238
"42130",62
"42131",2398
"42132",0
"42133",704
"42134",506
"42135",5871
"42136",382
"42137",2352
"42138",360
"42139",938
"42140",1508
"42141",1697
"42142",2
"42143",1720
"42144",2812
"42145",1492
"42146",7222
"42147",156
"42148",0
"42149",112
